Employee ID,Employee Name,Department,Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate
E006,Maya Patel,Customer Success,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,10/23/2025,10/21/2025,AB TRANSP 403-340-5075,166.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E010,Sophia Lee,Engineering,3001,AMZN Mktp CA*NU8I11NB2 TORONTO ON,1,10/23/2025,10/23/2025,AMZN Mktp CA*NU8I11NB2,28.53,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E007,Lucas Brown,Marketing,3001,PILOT 495 BROOKLYN IA,1,10/23/2025,10/22/2025,PILOT 495,901.02,Debit,5541.0,BROOKLYN,USA,52211,IA,1.406801632
E002,John Miller,Product,3001,FLYING J 693 PEMBROKE NY,1,10/23/2025,10/22/2025,FLYING J 693,910.57,Debit,5541.0,PEMBROKE,USA,14036,NY,1.403501011
E006,Maya Patel,Engineering,3001,LOVE'S #0341 INSIDE ROLLA MO,1,10/23/2025,10/22/2025,LOVE'S #0341 INSIDE,1121.35,Debit,5541.0,ROLLA,USA,65401,MO,1.403499769
E009,Noah Garcia,Human Resources,3001,LOVE'S #0883 INSIDE RURAL HALL NC,1,10/23/2025,10/22/2025,LOVE'S #0883 INSIDE,21.27,Debit,5541.0,RURAL HALL,USA,27045,NC,1.406779661
E007,Lucas Brown,Engineering,3001,SERVICE FEE FRANKLIN TN,1,10/23/2025,10/22/2025,SERVICE FEE,4.54,Debit,9399.0,FRANKLIN,USA,37067,TN,1.406349206
E006,Maya Patel,Product,3001,VA DMV HAULING PERMITS RICHMOND VA,1,10/23/2025,10/22/2025,VA DMV HAULING PERMITS,78.05,Debit,9399.0,RICHMOND,USA,232202051,VA,1.406798448
E008,Olivia Smith,Customer Success,3001,MCSD OSOW INDIANAPOLIS IN,1,10/24/2025,10/23/2025,MCSD OSOW,127.46,Debit,9399.0,INDIANAPOLIS,USA,46241,IN,1.403498871
E009,Noah Garcia,Marketing,3001,PRINCESS AUTO 05 EDMONTON AB,1,10/24/2025,10/23/2025,PRINCESS AUTO 05,83.99,Debit,5085.0,EDMONTON,CAN,T5M 3R5,AB,0.0
E001,Sarah Chen,Product,3001,CENEX-FUOC OF CARPIO CARPIO ND,1,10/24/2025,10/22/2025,CENEX-FUOC OF CARPIO,837.8,Debit,5541.0,CARPIO,USA,58725,ND,1.403499433
E010,Sophia Lee,Engineering,3001,SD DEPT OF TRANS OPS PIERRE SD,1,10/24/2025,10/23/2025,SD DEPT OF TRANS OPS,573.61,Debit,9399.0,PIERRE,USA,57501,SD,1.403506132
E002,John Miller,Finance,3001,TA # 65 SEYMOUR SEYMOUR IN,1,10/24/2025,10/23/2025,TA # 65 SEYMOUR,34.28,Debit,5541.0,SEYMOUR,USA,47274,IN,1.400921659
E004,Emma Wilson,Product,3001,WESTERN DAKOTA ENERGY BISMARCK ND,1,10/24/2025,10/23/2025,WESTERN DAKOTA ENERGY,38.63,Debit,4784.0,BISMARCK,USA,58504,ND,1.406868234
E005,Daniel Kim,Product,3001,TXDMV OS PERMIT TPE AUSTIN TX,1,10/24/2025,10/23/2025,TXDMV OS PERMIT TPE,88.63,Debit,9399.0,AUSTIN,USA,78731,TX,1.403505924
E004,Emma Wilson,Human Resources,3001,IDOT ITAP OS OW SPRINGFILED IL,1,10/24/2025,10/23/2025,IDOT ITAP OS OW,37.4,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.403461538
E002,John Miller,Marketing,3001,4 STATE TRUCKS MANUAL JOPLIN MO,1,10/24/2025,10/22/2025,4 STATE TRUCKS MANUAL,78.36,Debit,5533.0,JOPLIN,USA,64804,MO,1.403524876
E007,Lucas Brown,Product,3001,TELUS ONLINE PAYMENT P EDMONTON AB,1,10/24/2025,10/23/2025,TELUS ONLINE PAYMENT P,84.0,Debit,4812.0,EDMONTON,CAN,T5J 0N5,AB,0.0
E002,John Miller,Marketing,3001,NIC*OVERSIZEWEIGHTPERM MADISON WI,1,10/24/2025,10/23/2025,NIC*OVERSIZEWEIGHTPERM,29.45,Debit,9399.0,MADISON,USA,53703,WI,1.403517342
E002,John Miller,Human Resources,3001,LOVE'S TIRE CARE #0870 BATH NY,1,10/24/2025,10/23/2025,LOVE'S TIRE CARE #0870,7.77,Debit,7538.0,BATH,USA,14810,NY,1.403703704
E008,Olivia Smith,Finance,3001,MNDOT OSOW PERMITS SAINT PAUL MN,1,10/24/2025,10/23/2025,MNDOT OSOW PERMITS,21.58,Debit,9399.0,SAINT PAUL,USA,551551800,MN,1.403333333
E003,Alex Johnson,Operations,3001,MNDOT OSOW PERMITS FEE ATLANTA GA,1,10/24/2025,10/23/2025,MNDOT OSOW PERMITS FEE,0.46,Debit,9399.0,ATLANTA,USA,303285588,GA,1.40625
E005,Daniel Kim,Sales,3001,372-PETRO GLADE SPRI GLADE SPRING VA,1,10/24/2025,10/22/2025,372-PETRO GLADE SPRI,309.71,Debit,5541.0,GLADE SPRING,USA,24340,VA,1.403502253
E001,Sarah Chen,Finance,3001,SIRIUSXM.CA/ACCT TORONTO ON,1,10/24/2025,10/24/2025,SIRIUSXM.CA/ACCT,120.66,Debit,4899.0,TORONTO,CAN,M5A 0L6,ON,0.0
E001,Sarah Chen,Operations,3001,SD DEPT OF TRANS OPS PIERRE SD,1,10/24/2025,10/23/2025,SD DEPT OF TRANS OPS,72.3,Debit,9399.0,PIERRE,USA,57501,SD,1.403501791
E006,Maya Patel,Marketing,3001,ACHESON BUSINESS ASSOC ACHESON AB,1,10/24/2025,10/23/2025,ACHESON BUSINESS ASSOC,21.0,Debit,8398.0,ACHESON,CAN,T7X 6A9,AB,0.0
E001,Sarah Chen,Marketing,3001,SP UNCLEWIENERS EDMONTON AB,1,10/24/2025,10/23/2025,SP UNCLEWIENERS,1416.58,Debit,5199.0,EDMONTON,CAN,T5V 1R9,AB,0.0
E005,Daniel Kim,Finance,3001,APPLE.COM/BILL TORONTO ON,1,10/24/2025,10/23/2025,APPLE.COM/BILL,26.24,Debit,5818.0,TORONTO,CAN,M5J 0A8,ON,0.0
E006,Maya Patel,Human Resources,3001,NDHP-E PERMIT BISMARCK ND,1,10/24/2025,10/24/2025,NDHP-E PERMIT,40.37,Debit,9399.0,BISMARCK,USA,58505,ND,1.406785714
E006,Maya Patel,Human Resources,3001,IDOT ITAP OS OW SPRINGFILED IL,1,10/24/2025,10/23/2025,IDOT ITAP OS OW,80.9,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.403449502
E007,Lucas Brown,Human Resources,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,10/24/2025,10/23/2025,IA DOT MOTOR CARRIER S,52.51,Debit,9399.0,ANKENY,USA,50021,IA,1.403561644
E003,Alex Johnson,Product,3001,PRINCESS AUTO 05 EDMONTON AB,1,10/24/2025,10/23/2025,PRINCESS AUTO 05,94.49,Debit,5085.0,EDMONTON,CAN,T5M 3R5,AB,0.0
E004,Emma Wilson,Sales,3001,83 DINER YORK PA,1,10/24/2025,10/23/2025,83 DINER,24.32,Debit,5812.0,YORK,USA,17406,PA,1.400826446
E009,Noah Garcia,Engineering,3001,MARATHON 272195 WATERTOWN SD,1,10/24/2025,10/22/2025,MARATHON 272195,525.3,Debit,5541.0,WATERTOWN,USA,57201,SD,1.403505409
E007,Lucas Brown,Engineering,3001,83 DINER YORK PA,1,10/24/2025,10/23/2025,83 DINER,32.68,Debit,5812.0,YORK,USA,17406,PA,1.400702988
E010,Sophia Lee,Product,3001,DEPT OF TRANS TRUCKPER LINCOLN NE,1,10/24/2025,10/23/2025,DEPT OF TRANS TRUCKPER,16.9,Debit,9399.0,LINCOLN,USA,685082532,NE,1.403404255
E003,Alex Johnson,Engineering,3001,VCN*KANSASMVPERMIT TOPEKA KS,1,10/24/2025,10/23/2025,VCN*KANSASMVPERMIT,585.82,Debit,9399.0,TOPEKA,USA,66611,KS,1.400808824
E003,Alex Johnson,Sales,3001,LOVE'S #0842 INSIDE ROCKVILLE MN,1,10/24/2025,10/24/2025,LOVE'S #0842 INSIDE,1155.29,Debit,5541.0,ROCKVILLE,USA,56301,MN,1.400797892
E003,Alex Johnson,Sales,3001,SAVE ON FOODS #6608 SPRUCE GROVE AB,1,10/24/2025,10/22/2025,SAVE ON FOODS #6608,112.19,Debit,5411.0,SPRUCE GROVE,CAN,T7X0C8,AB,0.0
E002,John Miller,Human Resources,3001,LOVE'S #0772 INSIDE BATH NY,1,10/24/2025,10/23/2025,LOVE'S #0772 INSIDE,471.4,Debit,5541.0,BATH,USA,14810,NY,1.403503418
E010,Sophia Lee,Human Resources,3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,10/24/2025,10/23/2025,OKC SIZE & WEIGHTS PER,62.83,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.403388278
E007,Lucas Brown,Sales,3001,SD DEPT OF TRANS OPS PIERRE SD,1,10/24/2025,10/23/2025,SD DEPT OF TRANS OPS,858.23,Debit,9399.0,PIERRE,USA,57501,SD,1.40349995
E010,Sophia Lee,Operations,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,10/24/2025,10/23/2025,DTOPS SINGLE CROSSING,29.87,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.400961538
E004,Emma Wilson,Engineering,3001,PAYSIMPLY/ALBERTA INTE OTTAWA ON,1,10/24/2025,10/23/2025,PAYSIMPLY/ALBERTA INTE,496.52,Debit,9311.0,OTTAWA,CAN,K2K3E7,ON,0.0
E008,Olivia Smith,Operations,3001,DNHGODADDY *#30088824 VANCOUVER BC,1,10/24/2025,10/23/2025,DNHGODADDY *#30088824,43.03,Debit,4816.0,VANCOUVER,CAN,V6C 0A3,BC,0.0
E010,Sophia Lee,Operations,3001,ALLSUPS 2415 MERIDIAN TX,1,10/27/2025,10/23/2025,ALLSUPS 2415,771.01,Debit,5541.0,MERIDIAN,USA,76665,TX,1.40079705
E003,Alex Johnson,Product,3001,FLYING J 725 BAYTOWN TX,1,10/27/2025,10/23/2025,FLYING J 725,343.51,Debit,5541.0,BAYTOWN,USA,77521,TX,1.403509507
E004,Emma Wilson,Marketing,3001,PILOT 573 HEMPSTEAD TX,1,10/27/2025,10/26/2025,PILOT 573,28.05,Debit,5541.0,HEMPSTEAD,USA,77445,TX,1.404309903
E008,Olivia Smith,Engineering,3001,COFFEE CUP #8 VIVIAN SD,1,10/27/2025,10/26/2025,COFFEE CUP #8,597.54,Debit,5541.0,VIVIAN,USA,57576,SD,1.404104145
E005,Daniel Kim,Operations,3001,LOVE'S #0849 INSIDE VALLEY CITY ND,1,10/27/2025,10/24/2025,LOVE'S #0849 INSIDE,447.25,Debit,5541.0,VALLEY CITY,USA,58072,ND,1.404106063
E008,Olivia Smith,Human Resources,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,10/27/2025,10/24/2025,AB TRANSP 403-340-5075,1063.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E005,Daniel Kim,Customer Success,3001,MI SUPERLOAD WINNIPEG MB,1,10/27/2025,10/24/2025,MI SUPERLOAD,108.19,Debit,8220.0,WINNIPEG,CAN,R3H0C4,MB,0.0
E001,Sarah Chen,Product,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,10/27/2025,10/24/2025,DTOPS SINGLE CROSSING,29.87,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.400961538
E008,Olivia Smith,Sales,3001,MCSD OSOW - CONV. FEE NASHVILLE TN,1,10/27/2025,10/23/2025,MCSD OSOW - CONV. FEE,4.79,Debit,9399.0,NASHVILLE,USA,37215,TN,1.402402402
E005,Daniel Kim,Engineering,3001,NDHP-E PERMIT BISMARCK ND,1,10/27/2025,10/25/2025,NDHP-E PERMIT,152.49,Debit,9399.0,BISMARCK,USA,58505,ND,1.403490566
E009,Noah Garcia,Engineering,3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,1,10/27/2025,10/24/2025,IOWA 80 TRUCKSTOP FU,695.95,Debit,5541.0,WALCOTT,USA,52773,IA,1.404098683
E003,Alex Johnson,Operations,3001,BC PERMIT CENTRE VICTORIA BC,1,10/27/2025,10/24/2025,BC PERMIT CENTRE,30.0,Debit,9399.0,VICTORIA,CAN,V8W9T5,BC,0.0
E002,John Miller,Marketing,3001,CHEVRON 0358937 SANTO TX,1,10/27/2025,10/24/2025,CHEVRON 0358937,825.42,Debit,5541.0,SANTO,USA,76472,TX,1.400796688
E008,Olivia Smith,Engineering,3006,IOWA 80 TRUCKSTOP WALCOTT IA,1,10/27/2025,10/25/2025,IOWA 80 TRUCKSTOP,374.98,Credit,5541.0,WALCOTT,USA,52773,IA,1.404110839
E006,Maya Patel,Product,3001,TOOT'N TOTUM #100 - PERRTYON TX,1,10/27/2025,10/25/2025,TOOT'N TOTUM #100 -,940.36,Debit,5541.0,PERRTYON,USA,79070,TX,1.404092502
E010,Sophia Lee,Engineering,3001,LOVE'S #0655 INSIDE SCOTT CITY KS,1,10/27/2025,10/25/2025,LOVE'S #0655 INSIDE,1110.13,Debit,5541.0,SCOTT CITY,USA,67871,KS,1.404096714
E005,Daniel Kim,Human Resources,3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,10/27/2025,10/24/2025,OKC SIZE & WEIGHTS PER,2532.54,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.404101882
E007,Lucas Brown,Sales,3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,10/27/2025,10/25/2025,IOWA 80 TRUCKSTOP,43.9,Debit,5541.0,WALCOTT,USA,52773,IA,1.404262295
E005,Daniel Kim,Sales,3001,TOOT'N TOTUM #100 - PERRTYON TX,1,10/27/2025,10/25/2025,TOOT'N TOTUM #100 -,814.45,Debit,5541.0,PERRTYON,USA,79070,TX,1.404092524
E008,Olivia Smith,Marketing,3001,FLYING J 656 WHITELAND IN,1,10/27/2025,10/24/2025,FLYING J 656,624.05,Debit,5542.0,WHITELAND,USA,46184,IN,1.400800681
E005,Daniel Kim,Engineering,3001,LINDE CANADA MISSISSAUGA ON,1,10/27/2025,10/24/2025,LINDE CANADA,520.8,Debit,5047.0,MISSISSAUGA,CAN,L4W 0E4,ON,0.0
E004,Emma Wilson,Sales,3001,NDHP-E PERMIT BISMARCK ND,1,10/27/2025,10/25/2025,NDHP-E PERMIT,862.93,Debit,9399.0,BISMARCK,USA,58505,ND,1.400798669
E007,Lucas Brown,Customer Success,3001,PUMP & PANTRY #35 ALMA NE,1,10/27/2025,10/26/2025,PUMP & PANTRY #35,828.3,Debit,5541.0,ALMA,USA,68920,NE,1.404097093
E008,Olivia Smith,Operations,3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,10/27/2025,10/25/2025,NF BRIDGE COMMISSION L,70.0,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
E002,John Miller,Marketing,3001,PETRO-CANADA 77990 LEDUC AB,1,10/27/2025,10/26/2025,PETRO-CANADA 77990,52.01,Debit,5542.0,LEDUC,CAN,T9E0V5,AB,0.0
E004,Emma Wilson,Product,3001,LOVE'S #0772 INSIDE BATH NY,1,10/27/2025,10/24/2025,LOVE'S #0772 INSIDE,630.49,Debit,5541.0,BATH,USA,14810,NY,1.400810731
E007,Lucas Brown,Engineering,3001,PETRO-CANADA 39093 ESTEVAN SK,1,10/27/2025,10/24/2025,PETRO-CANADA 39093,39.93,Debit,5541.0,ESTEVAN,CAN,S4A0T4,SK,0.0
E010,Sophia Lee,Customer Success,3001,TOOT'N TOTUM #100 - PERRTYON TX,1,10/27/2025,10/24/2025,TOOT'N TOTUM #100 -,711.49,Debit,5541.0,PERRTYON,USA,79070,TX,1.404090054
E006,Maya Patel,Product,3001,IOWA 80 TRUCKSTOP FU WALCOTT IA,1,10/27/2025,10/24/2025,IOWA 80 TRUCKSTOP FU,7.69,Debit,5541.0,WALCOTT,USA,52773,IA,1.404494382
E010,Sophia Lee,Human Resources,3001,IN *CHESAPEAKE VEHICLE NEWARK NJ,1,10/27/2025,10/24/2025,IN *CHESAPEAKE VEHICLE,154.35,Debit,4789.0,NEWARK,USA,071054101,NJ,1.400837209
E005,Daniel Kim,Human Resources,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,10/27/2025,10/24/2025,AB TRANSP 403-340-5075,573.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E005,Daniel Kim,Engineering,3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,10/27/2025,10/24/2025,NF BRIDGE COMMISSION L,48.5,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
E001,Sarah Chen,Finance,3001,TA OAKLEY OAKLEY KS,1,10/27/2025,10/25/2025,TA OAKLEY,2228.16,Debit,5541.0,OAKLEY,USA,67748,KS,1.404097688
E007,Lucas Brown,Product,3001,OKC SIZE & WEIGHTS PER OKLAHOMA CITY OK,1,10/27/2025,10/24/2025,OKC SIZE & WEIGHTS PER,1709.31,Debit,9399.0,OKLAHOMA CITY,USA,73105,OK,1.404098747
E005,Daniel Kim,Customer Success,3001,KIMBERS STAPLETON NE,1,10/27/2025,10/25/2025,KIMBERS,992.92,Debit,5541.0,STAPLETON,USA,69163,NE,1.404096186
E001,Sarah Chen,Operations,3001,AMZN Mktp CA*NU5V407Q2 TORONTO ON,1,10/27/2025,10/26/2025,AMZN Mktp CA*NU5V407Q2,14.24,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E010,Sophia Lee,Human Resources,3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,10/27/2025,10/25/2025,IOWA 80 TRUCKSTOP,394.22,Debit,5541.0,WALCOTT,USA,52773,IA,1.404110839
E001,Sarah Chen,Human Resources,3001,PILOT 165 EFFINGHAM IL,1,10/27/2025,10/25/2025,PILOT 165,933.25,Debit,5541.0,EFFINGHAM,USA,62401,IL,1.40410209
E010,Sophia Lee,Operations,3001,NF BRIDGE COMMISSION L NIAGARA ON TH ON,1,10/27/2025,10/24/2025,NF BRIDGE COMMISSION L,91.5,Debit,4784.0,NIAGARA ON TH,CAN,L0S 1J0,ON,0.0
E008,Olivia Smith,Customer Success,3001,PILOT 489 GRAND FORKS ND,1,10/27/2025,10/24/2025,PILOT 489,847.48,Debit,5541.0,GRAND FORKS,USA,58201,ND,1.400803063
E005,Daniel Kim,Engineering,3001,KIMBERS STAPLETON NE,1,10/27/2025,10/24/2025,KIMBERS,316.03,Debit,5541.0,STAPLETON,USA,69163,NE,1.40081781
E004,Emma Wilson,Customer Success,3001,ORKIN CANADA CORPORATI MISSISSAUGA ON,1,10/27/2025,10/23/2025,ORKIN CANADA CORPORATI,315.0,Debit,7342.0,MISSISSAUGA,CAN,L4V 1E1,ON,0.0
E010,Sophia Lee,Marketing,3001,FLYING J 725 BAYTOWN TX,1,10/27/2025,10/23/2025,FLYING J 725,467.55,Debit,5541.0,BAYTOWN,USA,77521,TX,1.403495277
E006,Maya Patel,Operations,3001,NDHP-E PERMIT BISMARCK ND,1,10/27/2025,10/25/2025,NDHP-E PERMIT,40.2,Debit,9399.0,BISMARCK,USA,58505,ND,1.400714286
E004,Emma Wilson,Sales,3006,AMZN Mktp CA TORONTO ON,1,10/27/2025,10/25/2025,AMZN Mktp CA,20.04,Credit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E004,Emma Wilson,Sales,3001,CHROME WORLD &TRUCK PA BAYTOWN TX,1,10/28/2025,10/27/2025,CHROME WORLD &TRUCK PA,111.01,Debit,5533.0,BAYTOWN,USA,77521,TX,1.402304804
E010,Sophia Lee,Customer Success,3001,ALLSUPS 2415 MERIDIAN TX,1,10/28/2025,10/26/2025,ALLSUPS 2415,10.12,Debit,5541.0,MERIDIAN,USA,76665,TX,1.40398293
E005,Daniel Kim,Customer Success,108,CWB EFT PAYMENT,19,10/28/2025,10/28/2025,CWB EFT PAYMENT,160464.0,Credit,,,,00000,,0.0
E003,Alex Johnson,Product,3001,TA EXPRESS SUMMIT SUMMIT SD,1,10/28/2025,10/27/2025,TA EXPRESS SUMMIT,341.25,Debit,5541.0,SUMMIT,USA,57266,SD,1.404116233
E002,John Miller,Finance,3001,AMZN Mktp CA*N45IQ5S71 TORONTO ON,1,10/28/2025,10/28/2025,AMZN Mktp CA*N45IQ5S71,88.7,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E001,Sarah Chen,Operations,3001,BB OF BAYTOWN #103 BAYTOWN TX,1,10/28/2025,10/27/2025,BB OF BAYTOWN #103,147.52,Debit,7542.0,BAYTOWN,USA,775211332,TX,1.404097561
E005,Daniel Kim,Operations,3001,PRINCESS AUTO 05 EDMONTON AB,1,10/28/2025,10/27/2025,PRINCESS AUTO 05,99.72,Debit,5085.0,EDMONTON,CAN,T5M 3R5,AB,0.0
E008,Olivia Smith,Engineering,3001,BB OF BAYTOWN #103 BAYTOWN TX,1,10/28/2025,10/27/2025,BB OF BAYTOWN #103,157.74,Debit,7542.0,BAYTOWN,USA,775211332,TX,1.404105839
E001,Sarah Chen,Customer Success,3001,COFFEE CUP #8 VIVIAN SD,1,10/28/2025,10/27/2025,COFFEE CUP #8,876.85,Debit,5541.0,VIVIAN,USA,57576,SD,1.404096773
E010,Sophia Lee,Human Resources,3001,CAT SCALE COMPANY 5632846263 IA,1,10/28/2025,10/28/2025,CAT SCALE COMPANY,21.2,Debit,5046.0,5632846263,USA,52773,IA,1.402033898
E006,Maya Patel,Product,375,426011 POINT REDEMPTION,1,10/28/2025,10/28/2025,426011 POINT REDEMPTION,4260.11,Credit,,,,00000,,0.0
E003,Alex Johnson,Human Resources,3001,IDOT ITAP OS OW SPRINGFILED IL,1,10/28/2025,10/27/2025,IDOT ITAP OS OW,33.83,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.404255319
E002,John Miller,Marketing,3001,BEST TOWING CORNWALL ON,1,10/28/2025,10/26/2025,BEST TOWING,305.1,Debit,7549.0,CORNWALL,CAN,K6H0C4,ON,0.0
E005,Daniel Kim,Product,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,10/28/2025,10/27/2025,IA DOT MOTOR CARRIER S,52.53,Debit,9399.0,ANKENY,USA,50021,IA,1.404109589
E006,Maya Patel,Engineering,3001,FRONTIER TRAVEL CENTER BOWMAN ND,1,10/28/2025,10/27/2025,FRONTIER TRAVEL CENTER,487.67,Debit,5541.0,BOWMAN,USA,58623,ND,1.40410211
E007,Lucas Brown,Engineering,3001,CHROME WORLD &TRUCK PA BAYTOWN TX,1,10/28/2025,10/27/2025,CHROME WORLD &TRUCK PA,318.96,Debit,5533.0,BAYTOWN,USA,77521,TX,1.402280204
E003,Alex Johnson,Customer Success,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,10/28/2025,10/27/2025,DTOPS SINGLE CROSSING,19.36,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.404460967
E004,Emma Wilson,Human Resources,3001,CEL FREDERICTON NB,1,10/29/2025,10/28/2025,CEL,157.5,Debit,8220.0,FREDERICTON,CAN,E3B5A3,NB,0.0
E003,Alex Johnson,Marketing,3001,CENEX- SUPERPUMPER INC BELFIELD ND,1,10/29/2025,10/27/2025,CENEX- SUPERPUMPER INC,698.3,Debit,5541.0,BELFIELD,USA,58622,ND,1.402309497
E009,Noah Garcia,Product,3001,SPARKLE SUPER WASH WEYBURN SK,1,10/29/2025,10/27/2025,SPARKLE SUPER WASH,5.2,Debit,7542.0,WEYBURN,CAN,S4H 1V3,SK,0.0
E006,Maya Patel,Sales,3001,CANADIAN SOCIETY OF SA TORONTO ON,1,10/29/2025,10/28/2025,CANADIAN SOCIETY OF SA,252.0,Debit,8699.0,TORONTO,CAN,M5C2R9,ON,0.0
E009,Noah Garcia,Engineering,3001,WSDOT COMMERCIAL VEHIC TUMWATER WA,1,10/29/2025,10/28/2025,WSDOT COMMERCIAL VEHIC,29.58,Debit,9399.0,TUMWATER,USA,98504,WA,1.400970874
E009,Noah Garcia,Human Resources,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,10/29/2025,10/28/2025,DTOPS SINGLE CROSSING,29.87,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.400961538
E005,Daniel Kim,Marketing,3001,SD DEPT OF TRANS OPS PIERRE SD,1,10/29/2025,10/28/2025,SD DEPT OF TRANS OPS,35.94,Debit,9399.0,PIERRE,USA,57501,SD,1.4024
E003,Alex Johnson,Sales,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,10/29/2025,10/27/2025,AB TRANSP 403-340-5075,87.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0
E005,Daniel Kim,Customer Success,3001,BIS SAFETY SOFTWARE SHERWOOD PARK AB,1,10/29/2025,10/28/2025,BIS SAFETY SOFTWARE,414.75,Debit,8299.0,SHERWOOD PARK,CAN,T8A4G6,AB,0.0
E008,Olivia Smith,Engineering,3001,KENWORTH BOWMANVILLE BOWMANVILLE ON,1,10/29/2025,10/28/2025,KENWORTH BOWMANVILLE,2169.86,Debit,5533.0,BOWMANVILLE,CAN,L1C 4P8,ON,0.0
E005,Daniel Kim,Operations,3001,MONSTER TRUCK WASH RED DEER AB,1,10/29/2025,10/28/2025,MONSTER TRUCK WASH,194.25,Debit,7542.0,RED DEER,CAN,T4P 0R4,AB,0.0
E006,Maya Patel,Engineering,3001,FLYING J 550 MINOT ND,1,10/29/2025,10/27/2025,FLYING J 550,742.93,Debit,5541.0,MINOT,USA,58701,ND,1.402306189
E002,John Miller,Engineering,3001,CHROME WORLD &TRUCK PA BAYTOWN TX,1,10/29/2025,10/28/2025,CHROME WORLD &TRUCK PA,238.64,Debit,5533.0,BAYTOWN,USA,77521,TX,1.402276697
E008,Olivia Smith,Finance,3001,PZG**MT DEPT TRANSPORT HELENA MT,1,10/29/2025,10/28/2025,PZG**MT DEPT TRANSPORT,139.69,Debit,9399.0,HELENA,USA,59601,MT,1.400760613
E002,John Miller,Customer Success,3001,COBS Bread Gateway Vil St Albert AB,1,10/29/2025,10/28/2025,COBS Bread Gateway Vil,42.3,Debit,5462.0,St Albert,CAN,T8N 5T8,AB,0.0
E003,Alex Johnson,Human Resources,3001,SPARKLE SUPER WASH WEYBURN SK,1,10/29/2025,10/27/2025,SPARKLE SUPER WASH,39.3,Debit,7542.0,WEYBURN,CAN,S4H 1V3,SK,0.0
E004,Emma Wilson,Engineering,3001,FLYING J 550 MINOT ND,1,10/29/2025,10/27/2025,FLYING J 550,615.74,Debit,5541.0,MINOT,USA,58701,ND,1.402306364
E007,Lucas Brown,Product,3001,AMZN Mktp CA*N421V2312 TORONTO ON,1,10/29/2025,10/28/2025,AMZN Mktp CA*N421V2312,28.06,Debit,4816.0,TORONTO,CAN,M5J 2T3,ON,0.0
E009,Noah Garcia,Product,3001,I3B*WYDOT POE - ALPINE CHEYENNE WY,1,10/29/2025,10/28/2025,I3B*WYDOT POE - ALPINE,37.33,Debit,9399.0,CHEYENNE,USA,82009,WY,1.400769231
E006,Maya Patel,Engineering,3001,CENEX-ZIP TRIP #81 LENNOX SD,1,10/29/2025,10/28/2025,CENEX-ZIP TRIP #81,773.59,Debit,5541.0,LENNOX,USA,57039,SD,1.402303976
E002,John Miller,Sales,3001,VCN*KANSASMVPERMIT TOPEKA KS,1,10/30/2025,10/29/2025,VCN*KANSASMVPERMIT,62.92,Debit,9399.0,TOPEKA,USA,66611,KS,1.395227273
